"Domain","Topic","Data Source","Variable Name","Variable Label"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEDIAN_DIST_CLINIC_countylevel","Median distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEDIAN_DIST_ED_countylevel","Median distance in miles to the nearest emergency department, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEDIAN_DIST_MEDSURG_ICU_countylevel","Median distance in miles to the nearest medical-surgical ICU, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEDIAN_DIST_OBSTETRICS_countylevel","Median distance in miles to the nearest obstetrics department, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEDIAN_DIST_PED_ICU_countylevel","Median distance in miles to the nearest pediatric ICU, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEDIAN_DIST_TRAUMA_countylevel","Median distance in miles to the nearest designated trauma center, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MIN_DIST_ALC_countylevel","Minimum distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MIN_DIST_CLINIC_countylevel","Minimum distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MIN_DIST_ED_countylevel","Minimum distance in miles to the nearest emergency department, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MIN_DIST_MEDSURG_ICU_countylevel","Minimum distance in miles to the nearest medical-surgical ICU, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MIN_DIST_OBSTETRICS_countylevel","Minimum distance in miles to the nearest obstetrics department, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MIN_DIST_PED_ICU_countylevel","Minimum distance in miles to the nearest pediatric ICU, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MIN_DIST_TRAUMA_countylevel","Minimum distance in miles to the nearest designated trauma center, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_NF_BEDS_RATE_countylevel","Total number of nursing facility certified beds per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_NF_RATE_countylevel","Total number of nursing facilities per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_PCT_HOSP_FOR_PROFIT_countylevel","Percentage of hospitals that are private for-profit hospitals"
"5. healthcare context","Characteristics of health care facilities","POS","POS_PCT_HOSP_GOV_countylevel","Percentage of hospitals that are government (federal, state, local, district) hospitals"
"5. healthcare context","Characteristics of health care facilities","POS","POS_PCT_HOSP_NON_PROFIT_countylevel","Percentage of hospitals that are private not-for-profit hospitals"
"5. healthcare context","Characteristics of health care facilities","POS","POS_RHC_RATE_countylevel","Total number of Rural Health Clinics (RHCs) per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_SNF_BEDS_RATE_countylevel","Total number of skilled nursing facility certified beds per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_SNF_RATE_countylevel","Total number of skilled nursing facilities per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_ASC_countylevel","Total number of ambulatory surgical centers"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_CMHC_countylevel","Total number of Community Mental Health Centers"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_FQHC_countylevel","Total number of Federally Qualified Health Centers (FQHCs)"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_HHA_countylevel","Total number of home health agencies"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_HOSPICE_countylevel","Total number of hospices"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_HOSP_ALC_countylevel","Total number of hospitals with alcohol and/or drug abuse inpatient care"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_HOSP_BURN_countylevel","Total number of hospitals with burn care"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_HOSP_CHEMO_countylevel","Total number of hospitals with chemotherapy"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_HOSP_ED_countylevel","Total number of hospitals with emergency department"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_HOSP_MEDSURG_ICU_countylevel","Total number of hospitals with medical-surgical ICU"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_HOSP_OBSTETRIC_countylevel","Total number of hospitals with obstetric care"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_HOSP_PED_ICU_countylevel","Total number of hospitals with pediatric ICU"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_HOSP_PSYCH_countylevel","Total number of hospitals with psychiatric care"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_HOSP_REHAB_countylevel","Total number of hospitals with rehabilitative care"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_NF_countylevel","Total number of nursing facilities"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_NF_BEDS_countylevel","Total number of nursing facility certified beds"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_RHC_countylevel","Total number of Rural Health Clinics (RHCs)"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_SNF_countylevel","Total number of skilled nursing facilities"
"5. healthcare context","Characteristics of health care facilities","POS","POS_TOT_SNF_BEDS_countylevel","Total number of skilled nursing facility certified beds"
"5. healthcare context","Health Insurance Status","SAHIE","SAHIE_PCT_UNINSURED64_countylevel","Estimated percentage of uninsured population for all income levels (under 65 years)"
"5. healthcare context","Health Insurance Status","SAHIE","SAHIE_PCT_UNINSURED64_138FPL_countylevel","Estimated percentage of uninsured population at or below 138% of poverty (under 65 years)"
"5. healthcare context","Health Insurance Status","SAHIE","SAHIE_PCT_UNINSURED64_138_400FPL_countylevel","Estimated percentage of uninsured population between 138%-400% of poverty (under 65 years)"
"5. healthcare context","Health Insurance Status","SAHIE","SAHIE_PCT_UNINSURED64_200FPL_countylevel","Estimated percentage of uninsured population at or below 200% of poverty (under 65 years)"
"5. healthcare context","Health Insurance Status","SAHIE","SAHIE_PCT_UNINSURED64_250FPL_countylevel","Estimated percentage of uninsured population at or below 250% of poverty (under 65 years)"
"5. healthcare context","Health Insurance Status","SAHIE","SAHIE_PCT_UNINSURED64_400FPL_countylevel","Estimated percentage of uninsured population at or below 400% of poverty (under 65 years)"
"5. healthcare context","Health Insurance Status","SAHIE","SAHIE_TOT_POP64_countylevel","Estimated population under 65 years"
"2. economic context","Income","SAIPE","SAIPE_MEDIAN_HH_INCOME_countylevel","Estimated median household income"
"2. economic context","Poverty","SAIPE","SAIPE_PCT_POV_countylevel","Estimated percentage of people of all ages in poverty"
"2. economic context","Poverty","SAIPE","SAIPE_PCT_POV_0_17_countylevel","Estimated percentage of people aged 0-17 in poverty"
"2. economic context","Poverty","SAIPE","SAIPE_PCT_POV_5_17_countylevel","Estimated percentage of related children aged 5-17 in families in poverty"
"2. economic context","Poverty","SAIPE","SAIPE_TOT_POV_countylevel","Estimated number of people of all ages in poverty"
"2. economic context","Poverty","SAIPE","SAIPE_TOT_POV_0_17_countylevel","Estimated number of people aged 0-17 in poverty"
"2. economic context","Poverty","SAIPE","SAIPE_TOT_POV_5_17_countylevel","Estimated number of related children aged 5-17 in families in poverty"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR3_ALL_countylevel","Grade 3 ELA Mean Cohort Scale (CS), All students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR3_BLK_countylevel","Grade 3 ELA Mean Cohort Scale (CS), Black or African American students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR3_ECD_countylevel","Grade 3 ELA Mean Cohort Scale (CS), Economically disadvantaged (ECD) students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR3_HSP_countylevel","Grade 3 ELA Mean Cohort Scale (CS), Hispanic students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR3_MTR_countylevel","Grade 3 ELA Mean Cohort Scale (CS), Multiracial students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR3_NEC_countylevel","Grade 3 ELA Mean Cohort Scale (CS), Non-Economically disadvantaged (Non-ECD) students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR3_WHT_countylevel","Grade 3 ELA Mean Cohort Scale (CS), White students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR8_ALL_countylevel","Grade 8 ELA Mean Cohort Scale (CS), All students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR8_BLK_countylevel","Grade 8 ELA Mean Cohort Scale (CS), Black or African American students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR8_ECD_countylevel","Grade 8 ELA Mean Cohort Scale (CS), Economically disadvantaged (ECD) students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR8_HSP_countylevel","Grade 8 ELA Mean Cohort Scale (CS), Hispanic students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR8_MTR_countylevel","Grade 8 ELA Mean Cohort Scale (CS), Multiracial students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR8_NEC_countylevel","Grade 8 ELA Mean Cohort Scale (CS), Non-Economically disadvantaged (Non-ECD) students
"
"3. education","Literacy","SEDA","SEDA_CS_MN_ELA_GR8_WHT_countylevel","Grade 8 ELA Mean Cohort Scale (CS), White students
"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR3_ALL_countylevel","Grade 3 Math Mean Cohort Scale (CS), All students"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR3_ASN_countylevel","Grade 3 Math Mean Cohort Scale (CS), Asian students"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR3_BLK_countylevel","Grade 3 Math Mean Cohort Scale (CS), Black or African American students"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR3_ECD_countylevel","Grade 3 Math Mean Cohort Scale (CS), Economically disadvantaged (ECD) students"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR3_HSP_countylevel","Grade 3 Math Mean Cohort Scale (CS), Hispanic students"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR3_MTR_countylevel","Grade 3 Math Mean Cohort Scale (CS), Multiracial students"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR3_NEC_countylevel","Grade 3 Math Mean Cohort Scale (CS), Non-Economically disadvantaged (Non-ECD) students"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR3_WHT_countylevel","Grade 3 Math Mean Cohort Scale (CS), White students"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR8_ALL_countylevel","Grade 8 Math Mean Cohort Scale (CS), All students"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR8_ASN_countylevel","Grade 8 Math Mean Cohort Scale (CS), Asian students
"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR8_BLK_countylevel","Grade 8 Math Mean Cohort Scale (CS), Black or African American students
"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR8_ECD_countylevel","Grade 8 Math Mean Cohort Scale (CS), Economically disadvantaged (ECD) students
"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR8_HSP_countylevel","Grade 8 Math Mean Cohort Scale (CS), Hispanic students
"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR8_MTR_countylevel","Grade 8 Math Mean Cohort Scale (CS), Multiracial students
"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR8_NEC_countylevel","Grade 8 Math Mean Cohort Scale (CS), Non-Economically disadvantaged (Non-ECD) students
"
"3. education","Numeracy","SEDA","SEDA_CS_MN_MATH_GR8_WHT_countylevel","Grade 8 Math Mean Cohort Scale (CS), White students
"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR3_ALL_countylevel","Grade 3 ELA Sample Size, All students
"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR3_ASN_countylevel","Grade 3 ELA Sample Size, Asian students
"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR3_BLK_countylevel","Grade 3 ELA Sample Size, Black or African American students
"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR3_ECD_countylevel","Grade 3 ELA Sample Size, Economically disadvantaged (ECD) students
"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR3_HSP_countylevel","Grade 3 ELA Sample Size, Hispanic students
"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR3_MTR_countylevel","Grade 3 ELA Sample Size, Multiracial students
"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR3_NEC_countylevel","Grade 3 ELA Sample Size, Non-Economically disadvantaged (Non-ECD) students
"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR3_WHT_countylevel","Grade 3 ELA Sample Size, White students
"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR8_ALL_countylevel","Grade 8 ELA Sample size, All students"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR8_ASN_countylevel","Grade 8 ELA Sample size, Asian students"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR8_BLK_countylevel","Grade 8 ELA Sample size, Black or African American students"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR8_ECD_countylevel","Grade 8 ELA Sample size, Economically disadvantaged (ECD) students"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR8_HSP_countylevel","Grade 8 ELA Sample size, Hispanic students"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR8_MTR_countylevel","Grade 8 ELA Sample size, Multiracial students"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR8_NAM_countylevel","Grade 8 ELA Sample size, Native American students"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR8_NEC_countylevel","Grade 8 ELA Sample size, Non-Economically disadvantaged (Non-ECD) students"
"3. education","Literacy","SEDA","SEDA_CS_TOT_ELA_GR8_WHT_countylevel","Grade 8 ELA Sample size, White students"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR3_ALL_countylevel","Grade 3 Math Sample Size, All students
"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR3_ASN_countylevel","Grade 3 Math Sample Size, Asian students
"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR3_BLK_countylevel","Grade 3 Math Sample Size, Black or African American students
"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR3_ECD_countylevel","Grade 3 Math Sample Size, Economically disadvantaged (ECD) students
"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR3_HSP_countylevel","Grade 3 Math Sample Size, Hispanic students
"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR3_MTR_countylevel","Grade 3 Math Sample Size, Multiracial students
"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR3_NAM_countylevel","Grade 3 Math Sample Size, Native American students
"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR3_NEC_countylevel","Grade 3 Math Sample Size, Non-Economically disadvantaged (Non-ECD) students
"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR3_WHT_countylevel","Grade 3 Math Sample Size, White students
"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR8_ALL_countylevel","Grade 8 Math Sample size, All students"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR8_ASN_countylevel","Grade 8 Math Sample size, Asian students"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR8_BLK_countylevel","Grade 8 Math Sample size, Black or African American students"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR8_ECD_countylevel","Grade 8 Math Sample size, Economically disadvantaged (ECD) students"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR8_HSP_countylevel","Grade 8 Math Sample size, Hispanic students"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR8_MTR_countylevel","Grade 8 Math Sample size, Multiracial students"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR8_NAM_countylevel","Grade 8 Math Sample size, Native American students"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR8_NEC_countylevel","Grade 8 Math Sample size, Non-Economically disadvantaged (Non-ECD) students"
"3. education","Numeracy","SEDA","SEDA_CS_TOT_MATH_GR8_WHT_countylevel","Grade 8 Math Sample size, White students"
"3. education","Literacy","SEDA","SEDA_ELA_GR3_NEG_countylevel","Grade 3 ELA Cohort Scale (CS) Gap, Non-Economically disadvantaged (Non-ECD)-Economically disadvantaged (ECD)"
"3. education","Literacy","SEDA","SEDA_ELA_GR3_WBG_countylevel","Grade 3 ELA Cohort Scale (CS) Gap, White-Black or African American"
"3. education","Literacy","SEDA","SEDA_ELA_GR3_WHG_countylevel","Grade 3 ELA Cohort Scale (CS) Gap, White-Hispanic"
"3. education","Literacy","SEDA","SEDA_ELA_GR3_WMG_countylevel","Grade 3 ELA Cohort Scale (CS) Gap, White-Multiracial"
"3. education","Literacy","SEDA","SEDA_ELA_GR8_NEG_countylevel","Grade 8 ELA Cohort Scale (CS) Gap, Non-Economically disadvantaged (Non-ECD)-Economically disadvantaged (ECD)"
"3. education","Literacy","SEDA","SEDA_ELA_GR8_WBG_countylevel","Grade 8 ELA Cohort Scale (CS) Gap, White-Black or African American"
"3. education","Literacy","SEDA","SEDA_ELA_GR8_WHG_countylevel","Grade 8 ELA Cohort Scale (CS) Gap, White-Hispanic"
"3. education","Literacy","SEDA","SEDA_ELA_GR8_WMG_countylevel","Grade 8 ELA Cohort Scale (CS) Gap, White-Multiracial"
"3. education","Numeracy","SEDA","SEDA_MATH_GR3_NEG_countylevel","Grade 3 Math Cohort Scale (CS) Gap, Non-Economically disadvantaged (Non-ECD)-Economically disadvantaged (ECD)"
"3. education","Numeracy","SEDA","SEDA_MATH_GR3_WAG_countylevel","Grade 3 Math Cohort Scale (CS) Gap, White-Asian"
"3. education","Numeracy","SEDA","SEDA_MATH_GR3_WBG_countylevel","Grade 3 Math Cohort Scale (CS) Gap, White-Black or African American"
"3. education","Numeracy","SEDA","SEDA_MATH_GR3_WHG_countylevel","Grade 3 Math Cohort Scale (CS) Gap, White-Hispanic"
"3. education","Numeracy","SEDA","SEDA_MATH_GR3_WMG_countylevel","Grade 3 Math Cohort Scale (CS) Gap, White-Multiracial"
"3. education","Numeracy","SEDA","SEDA_MATH_GR8_NEG_countylevel","Grade 8 Math Cohort Scale (CS) Gap, Non-Economically disadvantaged (Non-ECD)-Economically disadvantaged (ECD)"
"3. education","Numeracy","SEDA","SEDA_MATH_GR8_WAG_countylevel","Grade 8 Math Cohort Scale (CS) Gap, White-Asian"
"3. education","Numeracy","SEDA","SEDA_MATH_GR8_WBG_countylevel","Grade 8 Math Cohort Scale (CS) Gap, White-Black or African American"
"3. education","Numeracy","SEDA","SEDA_MATH_GR8_WHG_countylevel","Grade 8 Math Cohort Scale (CS) Gap, White-Hispanic"
"3. education","Numeracy","SEDA","SEDA_MATH_GR8_WMG_countylevel","Grade 8 Math Cohort Scale (CS) Gap, White-Multiracial"
"4. physical infrastructure","Environment","WUSTL","WUSTL_AVG_PM25_countylevel","Annual mean of Particulate Matter (PM2.5) concentration (μg/m3)"
